name,latitude,longitude,yearmoda,temp,max,min,prcp,dewp,year
Wall St,40.701,-74.009,2021-04-25,56.120000000000005,71.06,48.02,0.009842525,6.3,2021
Wall St,40.701,-74.009,2021-04-26,53.78,64.94,42.08,0.009842525,-1.8,2021
Wall St,40.701,-74.009,2021-04-27,54.68,64.94,42.08,0,-3.1,2021
Wall St,40.701,-74.009,2021-04-28,61.34,78.98,48.02,0,8.7,2021
Wall St,40.701,-74.009,2021-04-29,65.12,78.98,51.08,0,12.9,2021
Wall St,40.701,-74.009,2021-04-30,64.58,73.04,57.02,0,8.6,2021
Wall St,40.701,-74.009,2021-05-01,53.78,68,42.980000000000004,0,-1.4,2021
Wall St,40.701,-74.009,2021-05-02,65.12,80.96,42.980000000000004,NA,4,2021
Wall St,40.701,-74.009,2021-05-03,62.24,80.96,57.02,0,9.8,2021
Wall St,40.701,-74.009,2021-05-04,58.82,75.92,53.06,0.070078778,11.8,2021
Wall St,40.701,-74.009,2021-05-05,55.04,60.8,53.06,0.109842579,11.2,2021
Wall St,40.701,-74.009,2021-05-06,58.1,69.08,51.08,0,4.6,2021
Wall St,40.701,-74.009,2021-05-07,58.1,69.08,51.08,0,2.9,2021
Wall St,40.701,-74.009,2021-05-08,52.52,64.94,50,0.020078751,5.8,2021
Wall St,40.701,-74.009,2021-05-09,52.34,64.04,46.94,0.040157502,5.6,2021
Wall St,40.701,-74.009,2021-05-10,53.42,64.04,46.94,0.009842525,7.4,2021
Wall St,40.701,-74.009,2021-05-11,58.1,66.92,48.02,0,3.2,2021
Wall St,40.701,-74.009,2021-05-12,58.1,71.96,48.02,0,0.7,2021
Wall St,40.701,-74.009,2021-05-13,61.519999999999996,71.96,48.02,0,1.3,2021
Wall St,40.701,-74.009,2021-05-14,64.22,75.92,53.06,0.009842525,2.8,2021
Wall St,40.701,-74.009,2021-05-15,65.84,77,53.96,0,4.1,2021
Wall St,40.701,-74.009,2021-05-16,65.66,77,55.04,0,5.7,2021
Wall St,40.701,-74.009,2021-05-17,65.84,77,57.02,0,8.3,2021
Wall St,40.701,-74.009,2021-05-18,68.72,80.96,57.02,0,7.8,2021
Wall St,40.701,-74.009,2021-05-19,74.66,87.08000000000001,57.92,0,8.9,2021
Wall St,40.701,-74.009,2021-05-20,68,87.08000000000001,62.059999999999995,0,5.9,2021
Wall St,40.701,-74.009,2021-05-21,65.84,78.08,57.02,0.009842525,9.2,2021
Wall St,40.701,-74.009,2021-05-22,74.3,91.03999999999999,57.02,0,12.8,2021
Wall St,40.701,-74.009,2021-05-23,79.16,91.03999999999999,64.04,0.009842525,15.6,2021
Wall St,40.701,-74.009,2021-05-24,65.12,89.96000000000001,59,0,8.5,2021
Wall St,40.701,-74.009,2021-05-25,63.86,73.94,57.92,0,9.8,2021
Wall St,40.701,-74.009,2021-05-26,71.78,87.08000000000001,57.92,0,16.7,2021
Wall St,40.701,-74.009,2021-05-27,73.94,87.08000000000001,64.04,0.009842525,14.6,2021
Wall St,40.701,-74.009,2021-05-28,63.32,71.96,53.06,0.020078751,7.6,2021
Wall St,40.701,-74.009,2021-05-29,51.08,53.06,48.92,0.329921438,8.4,2021
Wall St,40.701,-74.009,2021-05-30,50.9,53.6,48.2,0.209842633,8.2,2021
Wall St,40.701,-74.009,2021-05-31,58.1,73.94,48.92,0.300000162,9.1,2021
Wall St,40.701,-74.009,2021-06-01,66.02,77,50,0,10.8,2021
Wall St,40.701,-74.009,2021-06-02,66.92,77,57.92,0,12.4,2021
Wall St,40.701,-74.009,2021-06-03,65.12,73.94,60.08,0,15.4,2021
Wall St,40.701,-74.009,2021-06-04,69.25999999999999,78.08,60.980000000000004,0.009842525,18.7,2021
Wall St,40.701,-74.009,2021-06-05,75.02,89.06,64.04,0.729921654,17.4,2021
Wall St,40.701,-74.009,2021-06-06,82.75999999999999,95,64.04,0.050000026999999996,17.4,2021
Wall St,40.701,-74.009,2021-06-07,80.78,95,69.98,0,19.9,2021
Wall St,40.701,-74.009,2021-06-08,79.16,89.96000000000001,71.06,0.109842579,21.3,2021
Wall St,40.701,-74.009,2021-06-09,77.9,91.94,69.98,0.009842525,20.9,2021
Wall St,40.701,-74.009,2021-06-10,77.18,91.94,69.98,0,15.2,2021
Wall St,40.701,-74.009,2021-06-11,66.56,82.94,62.959999999999994,0,11.8,2021
Wall St,40.701,-74.009,2021-06-12,66.92,71.06,62.959999999999994,0,14.5,2021
Wall St,40.701,-74.009,2021-06-13,66.74000000000001,75.02,60.980000000000004,0,14.2,2021
Wall St,40.701,-74.009,2021-06-14,68.18,75.02,60.980000000000004,0,16.2,2021
Wall St,40.701,-74.009,2021-06-15,72.5,82.94,64.94,0.029921276,16.5,2021
Wall St,40.701,-74.009,2021-06-16,71.06,82.94,62.959999999999994,0,10,2021
Wall St,40.701,-74.009,2021-06-17,70.88,80.96,62.059999999999995,0,5.4,2021
Wall St,40.701,-74.009,2021-06-18,73.22,84.02,62.059999999999995,0,10.9,2021
Wall St,40.701,-74.009,2021-06-19,75.74000000000001,87.08000000000001,62.959999999999994,0.020078751,16.7,2021
Wall St,40.701,-74.009,2021-06-20,75.56,87.98,66.02,0.020078751,17.6,2021
Wall St,40.701,-74.009,2021-06-21,79.16,89.06,66.02,0.020078751,21,2021
Wall St,40.701,-74.009,2021-06-22,71.96,89.06,64.04,0.009842525,18.4,2021
Wall St,40.701,-74.009,2021-06-23,66.92,78.98,57.02,0.009842525,8.9,2021
Wall St,40.701,-74.009,2021-06-24,69.44,78.98,57.02,0,11.2,2021
Wall St,40.701,-74.009,2021-06-25,70.16,80.06,62.059999999999995,0.029921276,14.3,2021
Wall St,40.701,-74.009,2021-06-26,74.12,82.94,64.04,0.040157502,20.1,2021
Wall St,40.701,-74.009,2021-06-27,78.98,89.96000000000001,69.08,0.009842525,21.2,2021
Wall St,40.701,-74.009,2021-06-28,82.04,91.94,73.04,0.009842525,21.4,2021
Wall St,40.701,-74.009,2021-06-29,84.91999999999999,93.91999999999999,73.94,0,21.8,2021
Wall St,40.701,-74.009,2021-06-30,86.72,96.08000000000001,77,0,21.5,2021
Wall St,40.701,-74.009,2021-07-01,77.36,96.08000000000001,73.04,0.20000010799999998,21.3,2021
Wall St,40.701,-74.009,2021-07-02,73.58,84.91999999999999,68,0.179921357,20.2,2021
Wall St,40.701,-74.009,2021-07-03,65.12,80.06,62.059999999999995,0.109842579,15.8,2021
Wall St,40.701,-74.009,2021-07-04,69.98,82.04,62.059999999999995,0.009842525,15.5,2021
Wall St,40.701,-74.009,2021-07-05,75.56,87.08000000000001,62.959999999999994,0.009842525,18.9,2021
Wall St,40.701,-74.009,2021-07-06,81.14,93.91999999999999,68,0,19.8,2021
Wall St,40.701,-74.009,2021-07-07,79.7,93.91999999999999,71.06,0.25984265999999995,21.4,2021
Wall St,40.701,-74.009,2021-07-08,80.06,93.02,71.06,0,21.7,2021
Wall St,40.701,-74.009,2021-07-09,76.82,87.98,71.6,0,21.3,2021
Wall St,40.701,-74.009,2021-07-10,75.92,87.98,71.06,0.009842525,20.1,2021
Wall St,40.701,-74.009,2021-07-11,73.22,84.91999999999999,71.96,0,20.7,2021
Wall St,40.701,-74.009,2021-07-12,78.25999999999999,89.96000000000001,71.06,0.279921411,22.6,2021
Wall St,40.701,-74.009,2021-07-13,73.4,78.8,69.8,0.040157502,20.7,2021
Wall St,40.701,-74.009,2021-07-14,76.64,89.96000000000001,69.98,0.009842525,21.4,2021
Wall St,40.701,-74.009,2021-07-15,81.14,91.03999999999999,71.06,0,21.1,2021
Wall St,40.701,-74.009,2021-07-16,84.56,93.02,75.02,0.009842525,22.2,2021
Wall St,40.701,-74.009,2021-07-17,82.75999999999999,91.94,75.2,0,22.2,2021
Wall St,40.701,-74.009,2021-07-18,77.9,91.94,73.04,0.29015763699999997,21.5,2021
Wall St,40.701,-74.009,2021-07-19,76.82,86,73.04,0.009842525,18.8,2021
Wall St,40.701,-74.009,2021-07-20,80.42,89.06,71.96,0.009842525,19.9,2021
Wall St,40.701,-74.009,2021-07-21,78.8,84.02,73.4,0.009842525,19.4,2021
Wall St,40.701,-74.009,2021-07-22,75.92,84.91999999999999,68,0.090157529,15,2021
Wall St,40.701,-74.009,2021-07-23,76.64,86,68,0,13.7,2021
Wall St,40.701,-74.009,2021-07-24,77,86,69.08,0.009842525,15.9,2021
Wall St,40.701,-74.009,2021-07-25,76.46,86,68,0.059842552,19.4,2021
Wall St,40.701,-74.009,2021-07-26,81.32,91.94,68,0.009842525,20.1,2021
Wall St,40.701,-74.009,2021-07-27,82.75999999999999,93.02,73.94,0.009842525,17.4,2021
Wall St,40.701,-74.009,2021-07-28,77.18,93.02,71.06,0.009842525,17.8,2021
Wall St,40.701,-74.009,2021-07-29,74.12,87.08000000000001,71.06,0.009842525,19.8,2021
Wall St,40.701,-74.009,2021-07-30,76.64,87.08000000000001,69.98,0.22992138399999998,17.3,2021
Wall St,40.701,-74.009,2021-07-31,71.78,87.08000000000001,62.959999999999994,0,11.2,2021
Wall St,40.701,-74.009,2021-08-01,73.22,80.06,62.959999999999994,0,15.8,2021
Wall St,40.701,-74.009,2021-08-02,73.04,84.91999999999999,64.04,0.050000026999999996,15.4,2021
Wall St,40.701,-74.009,2021-08-03,74.48,84.91999999999999,64.04,0.009842525,13.4,2021
Wall St,40.701,-74.009,2021-08-04,73.22,82.04,69.08,0.009842525,15.4,2021
Wall St,40.701,-74.009,2021-08-05,73.94,82.94,69.08,0,17.3,2021
Wall St,40.701,-74.009,2021-08-06,77.36,89.06,69.08,0,18.7,2021
Wall St,40.701,-74.009,2021-08-07,78.62,89.06,69.98,0,18.1,2021
Wall St,40.701,-74.009,2021-08-08,72.86,87.98,68,0.070078778,18.1,2021
Wall St,40.701,-74.009,2021-08-09,73.75999999999999,82.04,68,0.050000026999999996,19.8,2021
Wall St,40.701,-74.009,2021-08-10,77.18,86,71.06,0.020078751,21.2,2021
Wall St,40.701,-74.009,2021-08-11,80.42,93.91999999999999,71.96,0.22992138399999998,22.5,2021
Wall St,40.701,-74.009,2021-08-12,82.04,96.08000000000001,73.94,0.220078859,21.8,2021
Wall St,40.701,-74.009,2021-08-13,86.18,96.08000000000001,73.94,0.020078751,21.7,2021
Wall St,40.701,-74.009,2021-08-14,84.56,96.08000000000001,78.08,0.009842525,21.2,2021
Wall St,40.701,-74.009,2021-08-15,79.34,91.03999999999999,73.04,0,15.3,2021
Wall St,40.701,-74.009,2021-08-16,76.46,87.08000000000001,71.96,0,17.4,2021
Wall St,40.701,-74.009,2021-08-17,76.64,82.94,71.96,0,18.9,2021
Wall St,40.701,-74.009,2021-08-18,77.36,82.4,75.02,0,22,2021
Wall St,40.701,-74.009,2021-08-19,80.24000000000001,87.98,75.02,0.040157502,22.8,2021
Wall St,40.701,-74.009,2021-08-20,79.52,87.98,75.92,0.020078751,20.5,2021
Wall St,40.701,-74.009,2021-08-21,78.44,84.02,73.94,0,21.7,2021
Wall St,40.701,-74.009,2021-08-22,73.94,78.8,71.6,NA,22.6,2021
Wall St,40.701,-74.009,2021-08-23,76.82,87.08000000000001,71.6,NA,21.9,2021
Wall St,40.701,-74.009,2021-08-24,82.94,93.91999999999999,71.96,0.009842525,20.2,2021
Wall St,40.701,-74.009,2021-08-25,83.84,95,75.02,0,20.2,2021
Wall St,40.701,-74.009,2021-08-26,84.38000000000001,95,75.92,0,22.2,2021
Wall St,40.701,-74.009,2021-08-27,82.75999999999999,91.94,75.2,0.220078859,22.6,2021
Wall St,40.701,-74.009,2021-08-28,75.74000000000001,93.02,69.08,0.050000026999999996,19.7,2021
Wall St,40.701,-74.009,2021-08-29,72.14,80.96,69.08,0,18.1,2021
Wall St,40.701,-74.009,2021-08-30,77.9,87.98,69.08,0,22.3,2021
Wall St,40.701,-74.009,2021-08-31,80.78,89.06,73.04,0,19.8,2021
Wall St,40.701,-74.009,2021-09-01,74.12,89.06,69.08,0.009842525,19.2,2021
Wall St,40.701,-74.009,2021-09-02,70.52,80.96,62.959999999999994,2.62992268,14.7,2021
Wall St,40.701,-74.009,2021-09-03,69.98,80.96,62.059999999999995,0,12.2,2021
Wall St,40.701,-74.009,2021-09-04,72.14,82.04,62.059999999999995,0.009842525,13.8,2021
Wall St,40.701,-74.009,2021-09-05,71.96,82.04,64.94,0,17.6,2021
Wall St,40.701,-74.009,2021-09-06,76.46,84.91999999999999,68,0.029921276,17.4,2021
Wall St,40.701,-74.009,2021-09-07,75.38,84.91999999999999,66.92,0,14.3,2021
Wall St,40.701,-74.009,2021-09-08,76.46,84.91999999999999,66.92,0,19.2,2021
Wall St,40.701,-74.009,2021-09-09,72.14,75.92,69.8,0.059842552,19.6,2021
Wall St,40.701,-74.009,2021-09-10,71.96,80.06,64.94,0.10000005399999999,13.6,2021
Wall St,40.701,-74.009,2021-09-11,71.42,80.06,64.04,0.009842525,12.3,2021
Wall St,40.701,-74.009,2021-09-12,74.3,82.94,64.04,0.009842525,16.9,2021
Wall St,40.701,-74.009,2021-09-13,79.52,87.98,66.92,0,18.9,2021
Wall St,40.701,-74.009,2021-09-14,74.66,80.96,69.8,0.179921357,18.7,2021
Wall St,40.701,-74.009,2021-09-15,78.25999999999999,87.98,69.98,0,20.8,2021
Wall St,40.701,-74.009,2021-09-16,75.56,87.98,71.96,0,18.6,2021
Wall St,40.701,-74.009,2021-09-17,72.86,78.98,69.98,0,19.9,2021
Wall St,40.701,-74.009,2021-09-18,76.82,86,69.8,0.029921276,19.5,2021
Wall St,40.701,-74.009,2021-09-19,74.66,87.08000000000001,66.02,0,14.6,2021
Wall St,40.701,-74.009,2021-09-20,71.42,80.96,66.02,0,14.7,2021
Wall St,40.701,-74.009,2021-09-21,71.96,80.06,66.02,0,15.8,2021
Wall St,40.701,-74.009,2021-09-22,75.2,80.96,66.02,0.040157502,20.9,2021
Wall St,40.701,-74.009,2021-09-23,76.1,80.96,69.8,0.029921276,21.1,2021
Wall St,40.701,-74.009,2021-09-24,67.82,80.96,59,1.12992187,13.9,2021
Wall St,40.701,-74.009,2021-09-25,70.34,78.98,59,0.029921276,12.4,2021
Wall St,40.701,-74.009,2021-09-26,69.62,78.98,62.959999999999994,0,11.6,2021
Wall St,40.701,-74.009,2021-09-27,70.52,80.96,62.959999999999994,0.009842525,11.2,2021
Wall St,40.701,-74.009,2021-09-28,70.34,80.96,62.959999999999994,0,15.6,2021
Wall St,40.701,-74.009,2021-09-29,65.48,75.02,57.02,0.029921276,9.1,2021
Wall St,40.701,-74.009,2021-09-30,64.58,73.04,57.02,0,8.8,2021
Wall St,40.701,-74.009,2021-10-01,60.62,69.08,55.04,0,8.5,2021
Wall St,40.701,-74.009,2021-10-02,66.02,77,57.92,0,10.9,2021
Wall St,40.701,-74.009,2021-10-03,70.34,80.96,57.92,0,15.2,2021
Wall St,40.701,-74.009,2021-10-04,70.16,80.96,60.980000000000004,0.029921276,18.6,2021
Wall St,40.701,-74.009,2021-10-05,64.22,71.96,62.059999999999995,0.009842525,15.2,2021
Wall St,40.701,-74.009,2021-10-06,66.38,71.96,62.059999999999995,0,15.1,2021
Wall St,40.701,-74.009,2021-10-07,69.62,78.08,62.959999999999994,0,16.3,2021
Wall St,40.701,-74.009,2021-10-08,69.62,80.06,64.04,0.009842525,16.7,2021
Wall St,40.701,-74.009,2021-10-09,66.38,69.98,62.6,0,14.6,2021
Wall St,40.701,-74.009,2021-10-10,65.12,69.8,64.04,0.050000026999999996,15.5,2021
Wall St,40.701,-74.009,2021-10-11,67.64,75.02,64.04,0.009842525,15.1,2021
Wall St,40.701,-74.009,2021-10-12,67.28,75.02,64.04,0,15.5,2021
Wall St,40.701,-74.009,2021-10-13,66.74000000000001,73.04,64.04,0,16.2,2021
Wall St,40.701,-74.009,2021-10-14,71.24000000000001,82.04,64.04,0.050000026999999996,16.1,2021
Wall St,40.701,-74.009,2021-10-15,72.5,82.04,64.04,0,16,2021
Wall St,40.701,-74.009,2021-10-16,71.78,80.96,66.92,0,16.5,2021
Wall St,40.701,-74.009,2021-10-17,60.08,78.98,55.04,0.07992130299999999,10.1,2021
Wall St,40.701,-74.009,2021-10-18,56.48,66.92,51.98,0.020078751,6.2,2021
Wall St,40.701,-74.009,2021-10-19,57.92,69.98,50,0,5.4,2021
Wall St,40.701,-74.009,2021-10-20,67.28,80.96,50,0,9.7,2021
Wall St,40.701,-74.009,2021-10-21,68.18,80.96,60.08,0,12.1,2021
Wall St,40.701,-74.009,2021-10-22,66.92,78.08,60.980000000000004,0,12.4,2021
Wall St,40.701,-74.009,2021-10-23,58.459999999999994,73.94,53.06,0,8.1,2021
Wall St,40.701,-74.009,2021-10-24,56.120000000000005,62.959999999999994,51.08,0,7.1,2021
Wall St,40.701,-74.009,2021-10-25,66.56,75.02,51.08,0.009842525,15.1,2021
Wall St,40.701,-74.009,2021-10-26,61.88,75.02,57.92,0.15984260599999997,14.7,2021
Wall St,40.701,-74.009,2021-10-27,59.72,64.04,55.94,NA,11.2,2021
Wall St,40.701,-74.009,2021-10-28,57.2,64.94,51.98,0,7.7,2021
Wall St,40.701,-74.009,2021-10-29,55.58,64.94,50,0,7.9,2021
Wall St,40.701,-74.009,2021-10-30,60.08,66.92,50,0.170078832,12.9,2021
Wall St,40.701,-74.009,2021-10-31,60.440000000000005,68,55.94,NA,12.5,2021
Wall St,40.701,-74.009,2021-11-01,58.82,68,53.96,0,6.9,2021
Wall St,40.701,-74.009,2021-11-02,53.78,64.94,50,0,3.1,2021
Wall St,40.701,-74.009,2021-11-03,49.64,57.02,44.96,0,1.9,2021
Wall St,40.701,-74.009,2021-11-04,49.28,57.02,44.96,0,-0.1,2021
Wall St,40.701,-74.009,2021-11-05,50,57.92,42.980000000000004,0,0.6,2021
Wall St,40.701,-74.009,2021-11-06,51.44,59,42.980000000000004,0,1.3,2021
